Year,Month,Day,CheungChau,HongKongInternationalAirport,HongKongObservatory,KaiTak,KauSaiChau,KingsPark,LauFauShan,PengChau,ShaTin,ShamShuiPo,ShauKeiWan,ShekKong,SheungShui,TaiMeiTuk,TaiMoShan,TatesCairn,TauKwuLing,ThePeak,TsahYueWu,TseungKwanO,TsingYi,TsuenWan,TuenMum ChildrenAndJuvenileHome,WaglanIsland,WestLandPark,Average_Rainfall
1948,3.0,26.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,3.0,27.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,3.0,28.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,3.0,29.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,3.0,30.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,3.0,31.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,4.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,4.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,4.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,4.0,5.0,,,1.1,,,,,,,,,,,,,,,,,,,,,,,1.1
1948,4.0,6.0,,,5.4,,,,,,,,,,,,,,,,,,,,,,,5.4
1948,4.0,7.0,,,0.2,,,,,,,,,,,,,,,,,,,,,,,0.2
1948,4.0,8.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,4.0,9.0,,,4.1,,,,,,,,,,,,,,,,,,,,,,,4.1
1948,4.0,10.0,,,1.6,,,,,,,,,,,,,,,,,,,,,,,1.6
1948,4.0,11.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,4.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,4.0,13.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,4.0,14.0,,,0.4,,,,,,,,,,,,,,,,,,,,,,,0.4
1948,4.0,15.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.1
1948,4.0,16.0,,,28.3,,,,,,,,,,,,,,,,,,,,,,,28.3
1948,4.0,17.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.1
1948,4.0,18.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,4.0,19.0,,,0.3,,,,,,,,,,,,,,,,,,,,,,,0.3
1948,4.0,20.0,,,0.3,,,,,,,,,,,,,,,,,,,,,,,0.3
1948,4.0,21.0,,,46.8,,,,,,,,,,,,,,,,,,,,,,,46.8
1948,4.0,22.0,,,20.1,,,,,,,,,,,,,,,,,,,,,,,20.1
1948,4.0,23.0,,,6.2,,,,,,,,,,,,,,,,,,,,,,,6.2
1948,4.0,24.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.1
1948,4.0,25.0,,,6.6,,,,,,,,,,,,,,,,,,,,,,,6.6
1948,4.0,26.0,,,31.3,,,,,,,,,,,,,,,,,,,,,,,31.3
1948,4.0,27.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,4.0,28.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,4.0,29.0,,,0.6,,,,,,,,,,,,,,,,,,,,,,,0.6
1948,4.0,30.0,,,0.4,,,,,,,,,,,,,,,,,,,,,,,0.4
1948,5.0,1.0,,,1.1,,,,,,,,,,,,,,,,,,,,,,,1.1
1948,5.0,2.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,5.0,3.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.1
1948,5.0,4.0,,,0.4,,,,,,,,,,,,,,,,,,,,,,,0.4
1948,5.0,5.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,5.0,6.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,5.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,5.0,8.0,,,56.6,,,,,,,,,,,,,,,,,,,,,,,56.6
1948,5.0,9.0,,,20.3,,,,,,,,,,,,,,,,,,,,,,,20.3
1948,5.0,10.0,,,0.4,,,,,,,,,,,,,,,,,,,,,,,0.4
1948,5.0,11.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,3.0
1948,5.0,12.0,,,0.6,,,,,,,,,,,,,,,,,,,,,,,0.6
1948,5.0,13.0,,,3.4,,,,,,,,,,,,,,,,,,,,,,,3.4
1948,5.0,14.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,5.0,15.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,5.0,16.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,5.0,17.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,5.0,18.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,5.0,19.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,5.0,20.0,,,0.2,,,,,,,,,,,,,,,,,,,,,,,0.2
1948,5.0,21.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,5.0,22.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,5.0,23.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,5.0,24.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,5.0,25.0,,,23.9,,,,,,,,,,,,,,,,,,,,,,,23.9
1948,5.0,26.0,,,4.4,,,,,,,,,,,,,,,,,,,,,,,4.4
1948,5.0,27.0,,,28.4,,,,,,,,,,,,,,,,,,,,,,,28.4
1948,5.0,28.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,7.0
1948,5.0,29.0,,,55.4,,,,,,,,,,,,,,,,,,,,,,,55.4
1948,5.0,30.0,,,25.5,,,,,,,,,,,,,,,,,,,,,,,25.5
1948,5.0,31.0,,,1.6,,,,,,,,,,,,,,,,,,,,,,,1.6
1948,6.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,6.0,2.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,0.5
1948,6.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,6.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,6.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,6.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,6.0,7.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,6.0,8.0,,,13.4,,,,,,,,,,,,,,,,,,,,,,,13.4
1948,6.0,9.0,,,6.4,,,,,,,,,,,,,,,,,,,,,,,6.4
1948,6.0,10.0,,,49.9,,,,,,,,,,,,,,,,,,,,,,,49.9
1948,6.0,11.0,,,144.7,,,,,,,,,,,,,,,,,,,,,,,144.7
1948,6.0,12.0,,,76.6,,,,,,,,,,,,,,,,,,,,,,,76.6
1948,6.0,13.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.1
1948,6.0,14.0,,,12.9,,,,,,,,,,,,,,,,,,,,,,,12.9
1948,6.0,15.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,6.0,16.0,,,2.7,,,,,,,,,,,,,,,,,,,,,,,2.7
1948,6.0,17.0,,,17.0,,,,,,,,,,,,,,,,,,,,,,,17.0
1948,6.0,18.0,,,30.3,,,,,,,,,,,,,,,,,,,,,,,30.3
1948,6.0,19.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,,12.0
1948,6.0,20.0,,,2.7,,,,,,,,,,,,,,,,,,,,,,,2.7
1948,6.0,21.0,,,15.7,,,,,,,,,,,,,,,,,,,,,,,15.7
1948,6.0,22.0,,,6.5,,,,,,,,,,,,,,,,,,,,,,,6.5
1948,6.0,23.0,,,6.7,,,,,,,,,,,,,,,,,,,,,,,6.7
1948,6.0,24.0,,,10.8,,,,,,,,,,,,,,,,,,,,,,,10.8
1948,6.0,25.0,,,0.3,,,,,,,,,,,,,,,,,,,,,,,0.3
1948,6.0,26.0,,,12.5,,,,,,,,,,,,,,,,,,,,,,,12.5
1948,6.0,27.0,,,14.1,,,,,,,,,,,,,,,,,,,,,,,14.1
1948,6.0,28.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.1
1948,6.0,29.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,6.0,30.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,7.0,1.0,,,0.6,,,,,,,,,,,,,,,,,,,,,,,0.6
1948,7.0,2.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,7.0,3.0,,,5.9,,,,,,,,,,,,,,,,,,,,,,,5.9
1948,7.0,4.0,,,0.6,,,,,,,,,,,,,,,,,,,,,,,0.6
1948,7.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,7.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,7.0,7.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0
1948,7.0,8.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,6.0
1948,7.0,9.0,,,21.3,,,,,,,,,,,,,,,,,,,,,,,21.3
1948,7.0,10.0,,,72.9,,,,,,,,,,,,,,,,,,,,,,,72.9
1948,7.0,11.0,,,19.9,,,,,,,,,,,,,,,,,,,,,,,19.9
1948,7.0,12.0,,,1.2,,,,,,,,,,,,,,,,,,,,,,,1.2
1948,7.0,13.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,7.0,14.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0
1948,7.0,15.0,,,26.6,,,,,,,,,,,,,,,,,,,,,,,26.6
1948,7.0,16.0,,,2.8,,,,,,,,,,,,,,,,,,,,,,,2.8
1948,7.0,17.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,7.0,18.0,,,14.8,,,,,,,,,,,,,,,,,,,,,,,14.8
1948,7.0,19.0,,,0.6,,,,,,,,,,,,,,,,,,,,,,,0.6
1948,7.0,20.0,,,32.9,,,,,,,,,,,,,,,,,,,,,,,32.9
1948,7.0,21.0,,,0.6,,,,,,,,,,,,,,,,,,,,,,,0.6
1948,7.0,22.0,,,6.9,,,,,,,,,,,,,,,,,,,,,,,6.9
1948,7.0,23.0,,,60.2,,,,,,,,,,,,,,,,,,,,,,,60.2
1948,7.0,24.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,50.0
1948,7.0,25.0,,,1.3,,,,,,,,,,,,,,,,,,,,,,,1.3
1948,7.0,26.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,7.0,27.0,,,162.5,,,,,,,,,,,,,,,,,,,,,,,162.5
1948,7.0,28.0,,,107.4,,,,,,,,,,,,,,,,,,,,,,,107.4
1948,7.0,29.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,7.0,30.0,,,0.8,,,,,,,,,,,,,,,,,,,,,,,0.8
1948,7.0,31.0,,,5.2,,,,,,,,,,,,,,,,,,,,,,,5.2
1948,8.0,1.0,,,7.6,,,,,,,,,,,,,,,,,,,,,,,7.6
1948,8.0,2.0,,,5.4,,,,,,,,,,,,,,,,,,,,,,,5.4
1948,8.0,3.0,,,2.5,,,,,,,,,,,,,,,,,,,,,,,2.5
1948,8.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,8.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,8.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,8.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,8.0,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,8.0,9.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,8.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,8.0,11.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,8.0,12.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0
1948,8.0,13.0,,,15.6,,,,,,,,,,,,,,,,,,,,,,,15.6
1948,8.0,14.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,8.0,15.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,8.0,16.0,,,8.3,,,,,,,,,,,,,,,,,,,,,,,8.3
1948,8.0,17.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,8.0,18.0,,,0.2,,,,,,,,,,,,,,,,,,,,,,,0.2
1948,8.0,19.0,,,9.2,,,,,,,,,,,,,,,,,,,,,,,9.2
1948,8.0,20.0,,,1.1,,,,,,,,,,,,,,,,,,,,,,,1.1
1948,8.0,21.0,,,43.1,,,,,,,,,,,,,,,,,,,,,,,43.1
1948,8.0,22.0,,,13.5,,,,,,,,,,,,,,,,,,,,,,,13.5
1948,8.0,23.0,,,2.2,,,,,,,,,,,,,,,,,,,,,,,2.2
1948,8.0,24.0,,,31.6,,,,,,,,,,,,,,,,,,,,,,,31.6
1948,8.0,25.0,,,14.1,,,,,,,,,,,,,,,,,,,,,,,14.1
1948,8.0,26.0,,,22.3,,,,,,,,,,,,,,,,,,,,,,,22.3
1948,8.0,27.0,,,0.8,,,,,,,,,,,,,,,,,,,,,,,0.8
1948,8.0,28.0,,,76.4,,,,,,,,,,,,,,,,,,,,,,,76.4
1948,8.0,29.0,,,42.2,,,,,,,,,,,,,,,,,,,,,,,42.2
1948,8.0,30.0,,,15.3,,,,,,,,,,,,,,,,,,,,,,,15.3
1948,8.0,31.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,9.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,9.0,2.0,,,51.2,,,,,,,,,,,,,,,,,,,,,,,51.2
1948,9.0,3.0,,,15.1,,,,,,,,,,,,,,,,,,,,,,,15.1
1948,9.0,4.0,,,18.9,,,,,,,,,,,,,,,,,,,,,,,18.9
1948,9.0,5.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,9.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,9.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,9.0,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,9.0,9.0,,,47.0,,,,,,,,,,,,,,,,,,,,,,,47.0
1948,9.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,9.0,11.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,9.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,9.0,13.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0
1948,9.0,14.0,,,6.4,,,,,,,,,,,,,,,,,,,,,,,6.4
1948,9.0,15.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,9.0,16.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,9.0,17.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,9.0,18.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0
1948,9.0,19.0,,,27.6,,,,,,,,,,,,,,,,,,,,,,,27.6
1948,9.0,20.0,,,38.9,,,,,,,,,,,,,,,,,,,,,,,38.9
1948,9.0,21.0,,,12.8,,,,,,,,,,,,,,,,,,,,,,,12.8
1948,9.0,22.0,,,149.3,,,,,,,,,,,,,,,,,,,,,,,149.3
1948,9.0,23.0,,,74.0,,,,,,,,,,,,,,,,,,,,,,,74.0
1948,9.0,24.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,9.0,25.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,9.0,26.0,,,20.8,,,,,,,,,,,,,,,,,,,,,,,20.8
1948,9.0,27.0,,,52.4,,,,,,,,,,,,,,,,,,,,,,,52.4
1948,9.0,28.0,,,64.0,,,,,,,,,,,,,,,,,,,,,,,64.0
1948,9.0,29.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,9.0,30.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.1
1948,10.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,10.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0
1948,10.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,10.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,10.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,10.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,10.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,10.0,8.0,,,19.5,,,,,,,,,,,,,,,,,,,,,,,19.5
1948,10.0,9.0,,,2.5,,,,,,,,,,,,,,,,,,,,,,,2.5
1948,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,10.0,11.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,10.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,10.0,13.0,,,1.8,,,,,,,,,,,,,,,,,,,,,,,1.8
1948,10.0,14.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,10.0,15.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,10.0,16.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,10.0,17.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.1
1948,10.0,18.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,11.0
1948,10.0,19.0,,,40.0,,,,,,,,,,,,,,,,,,,,,,,40.0
1948,10.0,20.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,10.0,21.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,10.0,22.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,10.0,23.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0
1948,10.0,24.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,10.0,25.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,10.0,26.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,10.0,27.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,10.0,28.0,,,2.6,,,,,,,,,,,,,,,,,,,,,,,2.6
1948,10.0,29.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,10.0,30.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,10.0,31.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,11.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,11.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,11.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,11.0,4.0,,,1.3,,,,,,,,,,,,,,,,,,,,,,,1.3
1948,11.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,11.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,11.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,11.0,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,11.0,9.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,11.0,10.0,,,2.2,,,,,,,,,,,,,,,,,,,,,,,2.2
1948,11.0,11.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,11.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,11.0,13.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,11.0,14.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,11.0,15.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,11.0,16.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,11.0,17.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,11.0,18.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,11.0,19.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,11.0,20.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,11.0,21.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,11.0,22.0,,,0.3,,,,,,,,,,,,,,,,,,,,,,,0.3
1948,11.0,23.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,11.0,24.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,11.0,25.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.1
1948,11.0,26.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,11.0,27.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,11.0,28.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,11.0,29.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,11.0,30.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,12.0,1.0,,,0.3,,,,,,,,,,,,,,,,,,,,,,,0.3
1948,12.0,2.0,,,12.3,,,,,,,,,,,,,,,,,,,,,,,12.3
1948,12.0,3.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,12.0,4.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.1
1948,12.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,12.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,12.0,7.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,12.0,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,12.0,9.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,12.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,12.0,11.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,12.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,12.0,13.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,12.0,14.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,12.0,15.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,12.0,16.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,12.0,17.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,12.0,18.0,,,6.5,,,,,,,,,,,,,,,,,,,,,,,6.5
1948,12.0,19.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,12.0,20.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,12.0,21.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,12.0,22.0,,,0.3,,,,,,,,,,,,,,,,,,,,,,,0.3
1948,12.0,23.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,12.0,24.0,,,0.4,,,,,,,,,,,,,,,,,,,,,,,0.4
1948,12.0,25.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,12.0,26.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,12.0,27.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1948,12.0,28.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.1
1948,12.0,29.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1948,12.0,30.0,,,0.2,,,,,,,,,,,,,,,,,,,,,,,0.2
1948,12.0,31.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1949,1.0,1.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1949,1.0,2.0,,,0.2,,,,,,,,,,,,,,,,,,,,,,,0.2
1949,1.0,3.0,,,1.2,,,,,,,,,,,,,,,,,,,,,,,1.2
1949,1.0,4.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1949,1.0,5.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1949,1.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1949,1.0,7.0,,,0.6,,,,,,,,,,,,,,,,,,,,,,,0.6
1949,1.0,8.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1949,1.0,9.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1949,1.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1949,1.0,11.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1949,1.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1949,1.0,13.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1949,1.0,14.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1949,1.0,15.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1949,1.0,16.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1949,1.0,17.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1949,1.0,18.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1949,1.0,19.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1949,1.0,20.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1949,1.0,21.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1949,1.0,22.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1949,1.0,23.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1949,1.0,24.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1949,1.0,25.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1949,1.0,26.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1949,1.0,27.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1949,1.0,28.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1949,1.0,29.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1949,1.0,30.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1949,1.0,31.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1949,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1949,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1949,2.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
1949,2.0,4.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,0.5
1949,2.0,5.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1949,2.0,6.0,,,0.4,,,,,,,,,,,,,,,,,,,,,,,0.4
1949,2.0,7.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
1949,2.0,8.0,,,0.025,,,,,,,,,,,,,,,,,,,,,,,0.025
